Código;Descrição;Situação;Situação Conferência;Situação Sorter;Cod. SKU;Num. Picking;Num. Pedido;Num. Caixa Plástica;Num. Endereço;Num. Posto;Num. Conferencia;Num. Controle;Cor LED;Data Início;Data Finalização;Data Conferência;Quantidade;Quantidade Separada;Quantidade Conferida;Usuário Operador;Usuário Conferência;Livre 1;Livre 2;Livre 3;Livre 4;Livre 5;Livre 6;Livre 6;Livre 6;Livre 6;Livre 10;
401133;COLA BR.PVA  500gr UNIVERSAL         2057-ALMAFLEX;F;F;;32773;0000285730;3589638;060465;150786;9;1;;;02/09/2025 00:54;02/09/2025 01:31;02/09/2025 02:45;1;1;1;MATHEUS.ALVES;MARCIOS;2;373032;PLASTICA;109349;4;PLASTICA;31595;17898405965860;PESADO;CAIXA;
401132;DUREPOXI 250gr.                             HENKEL;F;F;;212;0000285729;3589638;060361;154789;9;1;;;02/09/2025 00:53;02/09/2025 02:21;02/09/2025 03:00;3;3;3;MATHEUS.ALVES;CARLOSAS;2;373015;PLASTICA;109349;4;PLASTICA;31595;7891200007912;PESADO;PEÇA;
401131;CASCOLA S/TOLUOL 195gr                      HENKEL;F;F;;9694;0000285729;3589638;060361;154591;8;1;;;02/09/2025 00:53;02/09/2025 02:04;02/09/2025 03:00;3;3;3;LUCAS.JESUS;CARLOSAS;2;373005;PLASTICA;109349;4;PLASTICA;31595;7891200009817;PESADO;PEÇA;
401130;VALV.LAV.S/LADRAO CR.                  VL001-ALPHA;F;F;;31488;0000285729;3589638;060361;151107;8;1;;;02/09/2025 00:53;02/09/2025 02:01;02/09/2025 03:00;6;6;6;LUCAS.JESUS;CARLOSAS;2;373026;PLASTICA;109349;4;PLASTICA;31595;7898538960018;PESADO;PEÇA;
401129;SILICONE 260ml TRANSP.                 40210-TYTAN;F;F;;31188;0000285729;3589638;060361;154586;8;1;;;02/09/2025 00:53;02/09/2025 02:03;02/09/2025 03:00;6;6;6;LUCAS.JESUS;CARLOSAS;2;373023;PLASTICA;109349;4;PLASTICA;31595;5902120184446;PESADO;PEÇA;
401128;EXT.3S.2P PAR.2X0,75MM   3M BR.NEW POP   227786-FC;F;F;;28239;0000285729;3589638;060361;151142;8;1;;;02/09/2025 00:53;02/09/2025 02:01;02/09/2025 03:00;6;6;6;LUCAS.JESUS;CARLOSAS;2;373016;PLASTICA;109349;4;PLASTICA;31595;7897356527786;PESADO;PEÇA;
401127;ESCOVA ACO 06 FILEIRAS S/CB.MAD.       2021-COMPEL;F;F;;31295;0000285729;3589638;060361;154431;6;1;;;02/09/2025 00:53;02/09/2025 01:52;02/09/2025 03:00;1;1;1;FABRICIO.SILVA;CARLOSAS;2;373035;PLASTICA;109349;4;PLASTICA;31595;37897613520216;PESADO;CAIXA TEMP 2;
401126;TRENA 05Mx16MM COMBATT                     B.CORTE;F;F;;29555;0000285729;3589638;060361;157223;6;1;;;02/09/2025 00:53;02/09/2025 01:53;02/09/2025 03:00;1;1;1;FABRICIO.SILVA;CARLOSAS;2;373024;PLASTICA;109349;4;PLASTICA;31595;7898181495783;PESADO;CAIXA;
401125;ADAPT.SOLD.25MMX3/4"                    -PLASTILIT;F;F;;30322;0000285729;3589638;060361;149835;4;1;;;02/09/2025 00:53;02/09/2025 01:44;02/09/2025 03:00;2;2;2;FABRICIO.SILVA;CARLOSAS;2;373025;PLASTICA;109349;4;PLASTICA;31595;17898067900506;PESADO;PACOTE;
401124;TRENA 03Mx16MM COMBATT                     B.CORTE;F;F;;29554;0000285729;3589638;060361;157079;4;1;;;02/09/2025 00:53;02/09/2025 01:44;02/09/2025 03:00;1;1;1;FABRICIO.SILVA;CARLOSAS;2;373018;PLASTICA;109349;4;PLASTICA;31595;7898181495776;PESADO;CAIXA;
401123;LUVA SOLDAVEL 40MM                      -PLASTILIT;F;F;;30442;0000285729;3589638;060361;154242;4;1;;;02/09/2025 00:53;02/09/2025 01:44;02/09/2025 03:00;1;1;1;FABRICIO.SILVA;CARLOSAS;2;373011;PLASTICA;109349;4;PLASTICA;31595;17898067900094;PESADO;PACOTE;
401122;LUVA ROSCAVEL 1/2"                      -PLASTILIT;F;F;;30437;0000285729;3589638;060361;157037;3;1;;;02/09/2025 00:53;02/09/2025 01:39;02/09/2025 03:00;1;1;1;ELIASJ;CARLOSAS;2;373037;PLASTICA;109349;4;PLASTICA;31595;17898067903897;PESADO;PACOTE;
401121;TE ROSCAVEL 1/2"                         299-KRONA;F;F;;10406;0000285729;3589638;060361;149730;3;1;;;02/09/2025 00:53;02/09/2025 01:37;02/09/2025 03:00;2;2;2;ELIASJ;CARLOSAS;2;373036;PLASTICA;109349;4;PLASTICA;31595;17897801302514;PESADO;CAIXA TEMP 2;
401120;ADAPT.SOLD.20MMX1/2"                    -PLASTILIT;F;F;;30321;0000285729;3589638;060361;154006;2;1;;;02/09/2025 00:53;02/09/2025 01:35;02/09/2025 03:00;2;2;2;ELIASJ;CARLOSAS;2;373022;PLASTICA;109349;4;PLASTICA;31595;31050694358;PESADO;PACOTE;
401119;BASE REG.GAVETA 1" 4509                       DECA;F;F;;5469;0000285729;3589638;060361;156924;2;1;;;02/09/2025 00:53;02/09/2025 01:36;02/09/2025 03:00;1;1;1;ELIASJ;CARLOSAS;2;373021;PLASTICA;109349;4;PLASTICA;31595;7894200065494;PESADO;PEÇA;
401118;TE RED.SOLDAVEL 40X25MM                 -PLASTILIT;F;F;;30488;0000285729;3589638;060361;149311;1;1;;;02/09/2025 00:53;02/09/2025 01:23;02/09/2025 03:00;1;1;1;ALISON.PEREIRA;CARLOSAS;2;373038;PLASTICA;109349;4;PLASTICA;31595;17898067904672;PESADO;PACOTE;
401117;RAB.PVC  40CM                            742-KRONA;F;F;;10453;0000285729;3589638;060361;149355;1;1;;;02/09/2025 00:53;02/09/2025 01:23;02/09/2025 03:00;1;1;1;ALISON.PEREIRA;CARLOSAS;2;373034;PLASTICA;109349;4;PLASTICA;31595;17897801300831;PESADO;CAIXA TEMP 3;
401116;LUVA SOLDAVEL 20MM                      -PLASTILIT;F;F;;30439;0000285729;3589638;060361;149252;1;1;;;02/09/2025 00:53;02/09/2025 01:26;02/09/2025 03:00;1;1;1;ALISON.PEREIRA;CARLOSAS;2;373031;PLASTICA;109349;4;PLASTICA;31595;17898067900063;PESADO;PACOTE;
401115;BUCHA RED.SOLD.LONGA 32X20MM            -PLASTILIT;F;F;;30343;0000285729;3589638;060361;153841;1;1;;;02/09/2025 00:53;02/09/2025 01:26;02/09/2025 03:00;1;1;1;ALISON.PEREIRA;CARLOSAS;2;373017;PLASTICA;109349;4;PLASTICA;31595;17898067903859;PESADO;PACOTE;
401114;PASSA FIO C/CB.ACO 10m VD.ENCARTELADO     -PROAQUA;P;P;;5768;0000285728;3589590;0791;163367;101;;;;02/09/2025 03:15;;;3;0;0;;;3;372971;AGRO;109369;2;AGRO;31594;7897574600094;PESADO;PEÇA;
401113;PASSA FIO C/CB.ACO 10m VD.ENCARTELADO     -PROAQUA;P;P;;5768;0000285727;3589590;285727;163367;101;;;;02/09/2025 03:12;;;1;0;0;;;1;372971;PAPELAO;109369;2;PAPELAO;31594;7897574600094;PESADO;PEÇA;
401112;ANEL VEDACAO P/VASO C/GUIA                93066-HF;P;P;;86760;0000285727;3589590;285727;163370;101;;;;02/09/2025 03:12;;;39;0;0;;;1;372966;PAPELAO;109369;2;PAPELAO;31594;7893590283327;PESADO;PEÇA;
401111;ANEL VEDACAO P/VASO C/GUIA                93066-HF;P;P;;86760;0000285726;3589590;285726;163370;101;;;;02/09/2025 03:12;;;25;0;0;;;1;372966;PAPELAO;109369;2;PAPELAO;31594;7893590283327;PESADO;PEÇA;
401110;PISTOLA P/APL.SILICONE 9"                311000-HF;P;P;;12260;0000285726;3589590;285726;163436;101;;;;02/09/2025 03:12;;;5;0;0;;;1;372997;PAPELAO;109369;2;PAPELAO;31594;7893590284393;PESADO;PEÇA;
401109;ALCA APOIO 40cm                         INJET-REAL;P;P;;20016;0000285726;3589590;285726;152096;101;;;;02/09/2025 03:12;;;1;0;0;;;1;372996;PAPELAO;109369;2;PAPELAO;31594;7899074724485;PESADO;PEÇA;
401108;ALCA APOIO 40cm                         INJET-REAL;P;P;;20016;0000285725;3589590;285725;152096;101;;;;02/09/2025 03:12;;;2;0;0;;;1;372996;PAPELAO;109369;2;PAPELAO;31594;7899074724485;PESADO;PEÇA;
401107;AUT.NIVEL INF/SUP.25amp.1,20m 127/220v ELETRO-BOIA;P;P;;2311;0000285725;3589590;285725;163152;101;;;;02/09/2025 03:12;;;24;0;0;;;1;372994;PAPELAO;109369;2;PAPELAO;31594;7898197242203;PESADO;PEÇA;
401106;AUT.NIVEL INF/SUP.25amp.1,20m 127/220v ELETRO-BOIA;P;P;;2311;0000285724;3589590;285724;163152;101;;;;02/09/2025 03:12;;;1;0;0;;;1;372994;PAPELAO;109369;2;PAPELAO;31594;7898197242203;PESADO;PEÇA;
401105;KIT COMP.CX.ACOP.ACION.UNIV.PNEUMATICO  9544-CENSI;P;P;;2778;0000285724;3589590;285724;152398;101;;;;02/09/2025 03:12;;;6;0;0;;;1;372993;PAPELAO;109369;2;PAPELAO;31594;7898128476974;PESADO;PEÇA;
401104;KIT COMP.CX.ACOP.ACION.UNIV.PNEUMATICO  9544-CENSI;P;P;;2778;0000285723;3589590;285723;152398;101;;;;02/09/2025 03:12;;;1;0;0;;;1;372993;PAPELAO;109369;2;PAPELAO;31594;7898128476974;PESADO;PEÇA;
401103;SOQ.P/TEMPO C/RABICHO E27 100W/250V     113-PERLEX;P;P;;3407;0000285723;3589590;285723;163218;101;;;;02/09/2025 03:12;;;12;0;0;;;1;372990;PAPELAO;109369;2;PAPELAO;31594;7891128011398;PESADO;CAIXA TEMP 3;
401102;BROCA WIDIA 07,938mm 5/16"                   IRWIN;P;P;;1935;0000285723;3589590;285723;150048;19;;;;02/09/2025 03:12;;;1;0;0;;;1;372973;PAPELAO;109369;2;PAPELAO;31594;7897095014158;PESADO;CAIXA;
401101;BROCA TELHA 07,144mm 9/32x250                IRWIN;P;P;;1923;0000285723;3589590;285723;149964;19;;;;02/09/2025 03:12;;;6;0;0;;;1;372999;PAPELAO;109369;2;PAPELAO;31594;7897095008676;PESADO;PEÇA;
401100;CADEADO 30mm LATAO                          PAPAIZ;P;P;;5183;0000285723;3589590;285723;159466;19;;;;02/09/2025 03:12;;;47;0;0;;;1;372980;PAPELAO;109369;2;PAPELAO;31594;7891194000333;PESADO;PEÇA;
401099;ACAB.VALV.DESC.HYDRA MAX BR.             4900-DECA;P;P;;5460;0000285723;3589590;285723;156176;18;;;;02/09/2025 03:12;;;16;0;0;;;1;372975;PAPELAO;109369;2;PAPELAO;31594;7894200027614;PESADO;PEÇA;
401098;MARCADOR PERMANENTE VERMELHO P.FINA      -BRASFORT;P;P;;23343;0000285723;3589590;285723;156028;18;;;;02/09/2025 03:12;;;11;0;0;;;1;372967;PAPELAO;109369;2;PAPELAO;31594;7899807202723;PESADO;PEÇA;
401097;MARCADOR PERMANENTE VERMELHO P.FINA      -BRASFORT;P;P;;23343;0000285722;3589590;285722;156028;18;;;;02/09/2025 03:12;;;1;0;0;;;1;372967;PAPELAO;109369;2;PAPELAO;31594;7899807202723;PESADO;PEÇA;
401096;CADEADO 20mm LATAO                          PAPAIZ;P;P;;5181;0000285722;3589590;285722;156061;18;;;;02/09/2025 03:12;;;6;0;0;;;1;372989;PAPELAO;109369;2;PAPELAO;31594;7891194044955;PESADO;CAIXA;
401095;ACAB.ASCOT 1/2"-3/4"-1" UNIV.        7556-FABRIMAR;P;P;;28116;0000285722;3589590;285722;150376;17;;;;02/09/2025 03:12;;;9;0;0;;;1;373000;PAPELAO;109369;2;PAPELAO;31594;7891506075561;PESADO;PEÇA;
401094;PARAF.P/VASO B08" CR.70mm C/2            934908-HF;P;P;;86653;0000285722;3589590;285722;150509;15;;;;02/09/2025 03:12;;;9;0;0;;;1;373004;PAPELAO;109369;2;PAPELAO;31594;7893590286984;PESADO;UNIDADE;
401093;CUPINICIDA JIMO CUPIM AEROSSOL 400ml         -JIMO;P;P;;85902;0000285722;3589590;285722;150508;15;;;;02/09/2025 03:12;;;29;0;0;;;1;373003;PAPELAO;109369;2;PAPELAO;31594;7896027040012;PESADO;LATA;
401092;CUPINICIDA JIMO CUPIM AEROSSOL 400ml         -JIMO;P;P;;85902;0000285721;3589590;285721;150508;15;;;;02/09/2025 03:12;;;2;0;0;;;1;373003;PAPELAO;109369;2;PAPELAO;31594;7896027040012;PESADO;LATA;
401091;XADREZ PO MARROM 250grs                   -LANXESS;P;P;;1683;0000285721;3589590;285721;150997;15;;;;02/09/2025 03:12;;;9;0;0;;;1;372984;PAPELAO;109369;2;PAPELAO;31594;7898706130090;PESADO;PEÇA;
401090;CH.FENDA 3/16x8 CB.EMBORRACHADO          210321-HF;P;P;;20857;0000285721;3589590;285721;155525;14;;;;02/09/2025 03:12;;;1;0;0;;;1;372970;PAPELAO;109369;2;PAPELAO;31594;7893590285413;PESADO;PEÇA;
401089;PARAF.TELHEIRO 5/16x110mm(COMPLETO) C/100pcs   -WS;P;P;;31163;0000285721;3589590;285721;151296;13;;;;02/09/2025 03:12;;;1;0;0;;;1;372965;PAPELAO;109369;2;PAPELAO;31594;7898489752687;PESADO;SACO;
401088;ABRAC.TIPO U 1/2"                    SC.C/100-INCA;P;P;;1850;0000285721;3589590;285721;155350;13;;;;02/09/2025 03:12;;;1;0;0;;;1;372978;PAPELAO;109369;2;PAPELAO;31594;7893537000130;PESADO;SACO;
401087;MODULO INT.1S.PAR.(THREE WAY)BR.   8122/SLIM-ILUMI;P;P;;4013;0000285721;3589590;285721;155143;12;;;;02/09/2025 03:12;;;8;0;0;;;1;372976;PAPELAO;109369;2;PAPELAO;31594;7898542003923;PESADO;PEÇA;
401086;MEC.ENTRADA Cx.ACOP.UNIV.MASTER FLUX    9000-CENSI;P;P;;12849;0000285721;3589590;285721;155193;12;;;;02/09/2025 03:12;;;1;0;0;;;1;373002;PAPELAO;109369;2;PAPELAO;31594;7898128475380;PESADO;PEÇA;
401085;ADESIVO PVC 850GR FRASCO              90126-AMANCO;P;P;;339;0000285721;3589590;285721;151562;12;;;;02/09/2025 03:12;;;8;0;0;;;1;372987;PAPELAO;109369;2;PAPELAO;31594;7891960180047;PESADO;PEÇA;
401084;ADESIVO PVC 850GR FRASCO              90126-AMANCO;P;P;;339;0000285720;3589590;285720;151562;12;;;;02/09/2025 03:12;;;10;0;0;;;1;372987;PAPELAO;109369;2;PAPELAO;31594;7891960180047;PESADO;PEÇA;
401083;MARTELO BORRACHA PR.40mm                 32855-MAX;P;P;;20327;0000285720;3589590;285720;158168;11;;;;02/09/2025 03:12;;;1;0;0;;;1;372998;PAPELAO;109369;2;PAPELAO;31594;17897488001564;PESADO;CAIXA;
401082;CH.FIXA 12x13mm                          001213-HF;P;P;;24395;0000285720;3589590;285720;158175;11;;;;02/09/2025 03:12;;;2;0;0;;;1;372995;PAPELAO;109369;2;PAPELAO;31594;7896971110489;PESADO;PEÇA;
401081;BUCHA 08 FIXA DURA                   C/100-TRIFIXI;P;P;;7747;0000285720;3589590;285720;158297;11;;;;02/09/2025 03:12;;;3;0;0;;;1;372979;PAPELAO;109369;2;PAPELAO;31594;7871442140042;PESADO;CAIXA;
401080;BUCHA 06mm C/1000 CINZA                 0106-IVASA;P;P;;2210;0000285720;3589590;285720;158268;11;;;;02/09/2025 03:12;;;1;0;0;;;1;372977;PAPELAO;109369;2;PAPELAO;31594;7898379890116;PESADO;SACO;
401079;MEC.SAIDA Cx.ACOP.C/CASTELO UNIV.        MSU-ASTRA;P;P;;86659;0000285720;3589590;285720;151665;10;;;;02/09/2025 03:12;;;3;0;0;;;1;373001;PAPELAO;109369;2;PAPELAO;31594;7891222213636;PESADO;UNIDADE;
401078;MEC.SAIDA Cx.ACOP.C/CASTELO UNIV.        MSU-ASTRA;P;P;;86659;0000285719;3589590;285719;151665;10;;;;02/09/2025 03:12;;;9;0;0;;;1;373001;PAPELAO;109369;2;PAPELAO;31594;7891222213636;PESADO;UNIDADE;
401077;ALICATE NYLON NIVELADOR                -NIVELAPISO;P;P;;19782;0000285718;3589590;285718;157854;9;;;;02/09/2025 03:12;;;2;0;0;;;1;372991;PAPELAO;109369;2;PAPELAO;31594;7898632211979;PESADO;PEÇA;
401076;ARCO SERRA 12" FIXO                      18955-MAX;P;P;;20326;0000285718;3589590;285718;151395;9;;;;02/09/2025 03:12;;;13;0;0;;;1;372981;PAPELAO;109369;2;PAPELAO;31594;7897488009181;PESADO;PEÇA;
401075;CH.FENDA 1/4x6 CB.EMBORRACHADO           210306-HF;P;P;;20842;0000285718;3589590;285718;154625;8;;;;02/09/2025 03:12;;;12;0;0;;;1;372974;PAPELAO;109369;2;PAPELAO;31594;7893590285291;PESADO;PEÇA;
401074;BRACO CHUVEIRO ALUMINIO 40cm            -ROLDPLAST;P;P;;21308;0000285718;3589590;285718;151144;8;;;;02/09/2025 03:12;;;8;0;0;;;1;372985;PAPELAO;109369;2;PAPELAO;31594;7898465402315;PESADO;PEÇA;
401073;BRACO CHUVEIRO ALUMINIO 40cm            -ROLDPLAST;P;P;;21308;0000285717;3589590;285717;151144;8;;;;02/09/2025 03:12;;;9;0;0;;;1;372985;PAPELAO;109369;2;PAPELAO;31594;7898465402315;PESADO;PEÇA;
401072;PARAF.P/VASO B10" CR.75mm C/2            934910-HF;P;P;;86758;0000285717;3589590;285717;151073;8;;;;02/09/2025 03:12;;;1;0;0;;;1;372982;PAPELAO;109369;2;PAPELAO;31594;7893590286991;PESADO;UNIDADE;
401071;MODULO TOM.10A.BR.                81140/SLIM-ILUMI;P;P;;86799;0000285717;3589590;285717;157390;7;;;;02/09/2025 03:12;;;20;0;0;;;1;372972;PAPELAO;109369;2;PAPELAO;31594;7898542002674;PESADO;PEÇA;
401070;JG.CH.ALLEN 09pcs MED.                    17020-HF;P;P;;574;0000285717;3589590;285717;157402;7;;;;02/09/2025 03:12;;;5;0;0;;;1;372969;PAPELAO;109369;2;PAPELAO;31594;6922711085333;PESADO;PEÇA;
401069;CX.LUZ 4x2 AM.DRYWALL          57500071-TRAMONTINA;P;P;;20386;0000285717;3589590;285717;150323;5;;;;02/09/2025 03:12;;;4;0;0;;;1;372992;PAPELAO;109369;2;PAPELAO;31594;27891435049286;PESADO;CAIXA;
401068;BOTINA Nº43 ELASTICO MONO S/BICO            CARTOM;P;P;;28888;0000285717;3589590;285717;150272;5;;;;02/09/2025 03:12;;;1;0;0;;;1;372986;PAPELAO;109369;2;PAPELAO;31594;7898934892111;PESADO;PAR;
401067;CX.MED.MONOF.ENEL                         7116-TAF;P;P;;9666;0000285716;3589590;285716;150036;4;;;;02/09/2025 03:12;;;2;0;0;;;1;372983;PAPELAO;109369;2;PAPELAO;31594;7898330671167;PESADO;PEÇA;
401066;ANEL BORRACHA ESGOTO 100mm               673-KRONA;P;P;;11760;0000285716;3589590;285716;153962;2;;;;02/09/2025 03:12;;;4;0;0;;;1;372988;PAPELAO;109369;2;PAPELAO;31594;17897801302385;PESADO;CAIXA TEMP 2;
401065;CANTONEIRA FERRO 12x14                   501312-HF;P;P;;86619;0000285716;3589590;285716;149130;1;;;;02/09/2025 03:12;;;1;0;0;;;1;372968;PAPELAO;109369;2;PAPELAO;31594;27893590283758;PESADO;CAIXA TEMP 2;
401064;EXT.3S.3P.PP.3x0,75mm 03m BR.            2542-3-FC;P;P;;17458;0000285685;3589494;0403;163259;101;;;;02/09/2025 03:10;;;3;0;0;;;3;372932;AGRO;109367;9;AGRO;31593;7897356525423;PESADO;PEÇA;
401063;EXT.3S.3P.PP.3x0,75mm 03m BR.            2542-3-FC;P;P;;17458;0000285684;3589494;285684;163259;101;;;;02/09/2025 03:10;;;9;0;0;;;1;372932;PAPELAO;109367;9;PAPELAO;31593;7897356525423;PESADO;PEÇA;
401062;ANTICORROSIVO LUB 300ml/200g              STARRETT;P;P;;25608;0000285684;3589494;285684;163580;101;;;;02/09/2025 03:10;;;2;0;0;;;1;372928;PAPELAO;109367;9;PAPELAO;31593;37891265020940;PESADO;CAIXA;
401061;ANTICORROSIVO LUB 300ml/200g              STARRETT;P;P;;25608;0000285683;3589494;285683;163580;101;;;;02/09/2025 03:10;;;3;0;0;;;1;372928;PAPELAO;109367;9;PAPELAO;31593;37891265020940;PESADO;CAIXA;
401060;ANTICORROSIVO LUB 300ml/200g              STARRETT;P;P;;25608;0000285682;3589494;285682;163580;101;;;;02/09/2025 03:10;;;3;0;0;;;1;372928;PAPELAO;109367;9;PAPELAO;31593;37891265020940;PESADO;CAIXA;
401059;TOM.TRIPLA 10A.BR.MONOBLOCO    201201/STYLUS-ILUMI;P;P;;26410;0000285681;3589494;285681;163592;101;;;;02/09/2025 03:10;;;20;0;0;;;1;372895;PAPELAO;109367;9;PAPELAO;31593;7898493994912;PESADO;PEÇA;
401058;SUPORTE P/ROLO C/BUCHA 23CM            1028-COMPEL;P;P;;3616;0000285681;3589494;285681;163411;101;;;;02/09/2025 03:10;;;8;0;0;;;1;372964;PAPELAO;109367;9;PAPELAO;31593;7897613520727;PESADO;PEÇA;
401057;SUPORTE P/ROLO C/BUCHA 23CM            1028-COMPEL;P;P;;3616;0000285680;3589494;285680;163411;101;;;;02/09/2025 03:10;;;13;0;0;;;1;372964;PAPELAO;109367;9;PAPELAO;31593;7897613520727;PESADO;PEÇA;
401056;SUPORTE P/ROLO C/BUCHA 23CM            1028-COMPEL;P;P;;3616;0000285679;3589494;285679;163411;101;;;;02/09/2025 03:10;;;13;0;0;;;1;372964;PAPELAO;109367;9;PAPELAO;31593;7897613520727;PESADO;PEÇA;
401055;SUPORTE P/ROLO C/BUCHA 23CM            1028-COMPEL;P;P;;3616;0000285678;3589494;285678;163411;101;;;;02/09/2025 03:10;;;13;0;0;;;1;372964;PAPELAO;109367;9;PAPELAO;31593;7897613520727;PESADO;PEÇA;
